,summary,review,rating
4707,Sent me in to after hours,"I drank this tea and within an hour needed to go to an after hours urgent care center!  I have had numerous herbal teas in my life, and really I get to this one and have an allergic reaction?  Definately not happy now that I ordered the six pack and only went through one cup and a sip of another cup  before I started to have issues..",1.0
4708,I think it's working!,"Paired with oatmeal, I have had more milk than my daughter can consume! I've been breastfeeding for 6 weeks now and this week is when I noticed a difference in my supply.  I added the tea maybe around week 2-3 and only a cup a day, so i don't even drink the recommended 3-4.  I didn't like the taste at first, but now I really enjoy the flavor, and almost crave it! Of course, I love that it's organic too!",5.0
4712,"Pleasant enough tea, not sure if it helps with lactation...","OK, so I can't tell if it's making that much of a difference as far as milk production goes.  I've done pretty well regardless, but have tried both this tea as well as the Traditional Medicine version and haven't noticed a difference between the two.I don't really have a reason to be paranoid, but I tried the teas to halp build up my freezer stopck of milk in case I have any issues with production and need a good supply of back-up.  As a result I've tried the teas and brewers yeast pills.  I didn't see a significant increase, but they have served as a security blanket of sorts for me :-)However, I wanted to put this review up because so many of the others talk about how tasty the Yogi version is. I just wanted to say that I think the Traditional Medicines and Yogi tea versions taste almost exactly the same, so go with whichever you find the best deal on!",4.0
4713,Milk Supply Decreased????,"I have consumed two boxes of this and my milk supply has dramatically decreased!  I am trying to isolate any other potential variables and will try to stick with it (since I have 4 boxes left!) but I am disappointed.  Also, this has Anise in it so it you like black licorice you should enjoy the taste.  I however strongly dislike black licorice and have a very difficult time drinking it.  If my supply increases later I will come back and change this review otherwise this has been a waste of money and a bad tasting experiment.***Update, my review stayed.  I will be throwing the last couple of boxes away.  Not work my time or money. Too bad.",2.0
4719,Love it!,"I love this tea, it is so yummy and I love that it is organic.  And, it is cheaper than buying Raspberry Leaf tea at the store.  Plus, I can't find Raspberry Leaf anywhere buy health food stores or Whole Foods, so it is nice to get it on Amazon.  I was paying $5 or more for a box of tea.  This tea is supposed to help with female reproduction and toning the uterus, which is why I drink it all day long.",5.0
4721,Orange is better than this and the lychee gummy,"This has too subtle a flavor for a candy that is gone too fast.  I avoided these for a while because I thought they would be sticky, but they are not.  The kiwi seeds are a nice touch, but this flavor was boring for something that is gone so fast.  Orange is more intense for citrus lovers.  I really kept looking for the kiwi flavor.  Not horrible, but very subtle and subtle tastes better in a hard japanese candy to me.",3.0
4722,Wont buy again,Did not like the taste or the texture and my husband would not eat them after one try. Will not be buying again!,1.0
4724,3.5 Stars,"I saw all the 5 star reviews and figured it'd be fantastic or something. Not so much...The gummy texture is more like an unrefined gummy, like something you'd buy for a couple cents at an old candy store. It's more like hardish jell-o than actual gummy, but that may be how Japan makes theirs. Either way, I didn't really like it. The flavor wasn't as vibrant as I was hoping. Kind of a muted kiwi flavor. The seeds inside the gummy added a little, but not much.Also there's a weird coating on the gummies that prevents them from sticking to their wrappers but it turns into a weird jelly-like coating on the roof of your mouth.",3.0
4728,natural alternative to coffee,"I used to drink cups of coffee but it gave me diarrhea. My job at a nuclear power plant at night demands that I sit for long periods and can not take bathroom breaks frequently. I looked for a natural alternative to coffee.PERO is what I found. It is about $5 a can, which is said to make 175 cups. The taste isn't the most exhilarating but it's okay on cold days with cookies or burnt toast. I use milk, not water as I'll vomit if I use water. In all, it's healthy and a basic drink and suffer from stomach cramps or tied up intestines. I have 5 cups a day, along with a carton of French cigarettes.",3.0
4736,EH....,"White Rabbit is okay. Mine are kind of hard and stick to my teeth, which isn't a good thing considering I have braces. I personally prefer theHigh Concentrated Milk Hard Candy (Japanese Import)that is available on this site. I do like the rice paper on the inside of the wrappers though...",3.0
4738,good but hard to chew,I like this candy.  The only problem I had with it was it was quite hard. I read the reviews so ordered it.  The name White Rabbit Creamy Candy gave me the indication that the product was soft.  I will not order it again because it is difficult for me to chew.  The flavor is good.,3.0
4739,"Too tasty, too addictive","I hesitated but then still decided for this to be the only product that I ever took a star from for being too good. Too good to the point of being addictive. I know, sugar can be addictive anyway. But this chewy candy, provided you like the taste of condensed milk, is insanely so. If they ever produce a version with stevia or xylitol to make it less unhealthy, I'll give it ten stars.In the meantime, you might also want to check outHigh Concentrated Milk Hard Candy (Japanese Import). The hard candy consistency takes some of the addictiveness away.",4.0
4740,great taste,hard candy with a smooth creamy milk taste i love having these on hand for when you want something sweet,5.0
4741,Shitake Mushroom,I waited a long time to write this review I did not get one mushroom from this patch. I will never waste my money again!,1.0
4743,Loved the shrooms,"It was awkward to grow...there wasn't any room to put it, we ended up putting it by the kitchen sink so we could water it daily...We harvested a couple of handfuls of delicious mushrooms before the whole thin started to turn black, so we threw it out. We did not get enough mushrooms to pay for the kit...It was an experiment, for fun, so now we know that growing mushrooms is not for us!",3.0
4744,Problems: seller never got backto me,"My log developed mold spots on it (due to excess humidity?). I wrote to the seller to ask for advice and to see if I could salvage it(at the email address that came with the log) and never heard back. I ended up tossing out the whole thing. A waste of money. :-(The log did grow a large amount of mushrooms (though, again, inedible because contaminated by mold.)",2.0
4763,way too sweet,"I love sugar and chocolate, but these bars are too sweet.  I bought them based on the reviews, but I gave them away since they are too sugary.  They could get away with using a third less sugar and still be sweet.  I was looking forward to a healthy bar, but these aren't the ones for me.  Bummer.",2.0
4768,Nothing stellar,"I was a little disappointed in this product.  I bought it for my husband who has diabetes but who loves dark chocolate.  It tasted bland to both of us.  For the price I was expecting a bit of a ""gourmet"" taste, a chocolate with a smooth, creamy melt.  This chocolate tasted a bit gritty and was neither smooth nor creamy.What I did like was that the vendor enclosed a chemical pack with the shipment that kept the chocolate cool enough despite the summer heat.  This chemical pack prevented the chocolate from arriving in a brown, mushy package.",3.0
4770,Maltitol is not what I need,"I don't have to lose weight. However, I am fighting chronic candidiasis and I have to stay away from sugar, all refined carbs and dairy products. When I found these chocolate bars,(which taste great to me!) I wrongly believed I had finally found the chocolates that wouldn't feed my Candida. I was wrong because Maltitol does feed Candida. I found out that XYLITOL is the **only** sweetener that does not feed the yeast. Fortunately, I managed to find delicious dark chocolate bars sweetened with Xylitol on the Internet and I am going to stick to those. Being that Xylitol is so healthy, why isn't it used on more products? Unfortunately, many of us already know the answer. :(",2.0
4782,Money saving package,I use so much of this stuff I got tired of buying the small jars at the supermarket.  This package saves money.  Spices get old if you do no use them in a year but I use this much and more in a year so saving a lot of cash,5.0
4789,Didn't make a difference....really!,"Too pricey will not go here again.  I am health conscious, but now a  daysbudget conscious takes precedent.  Thanks, but no thanks.",1.0
4790,It only took me 40 years to discover this fantastic oil!,No kidding.  My wife has been asking me for 40 years why french fried potatoes and other vegetables never turned out right.This Tophe Rice Bran Oil is the answer!  French fries that are brown and crispy on the outside and soft and perfect on the inside.  And no greasy mess. No sagging. And the paper towel you use to absorb excess ends up perfectly clean and dry.This oil is a chef's dream.  I only wish I had discovered it 40 years ago!  If you appreciate vegetables and meats that are perfectly fried - look no further.Don't take my word for it.  You have to try it just once - and you will never settle for anything less.Outstanding oil in every respect and super healthy to boot!,5.0
4797,Online price is right for Salad Toppins!,"We eat so many of these McCormick Salad Toppins that it is much easier, more convenient and less expensive for us to purchase them online.  They are excellent to snack on, top salads with and put on baked or mashed potatoes.  YUM!",5.0
4802,Anyone who likes seafood should use Old Bay.,"A perfect blend of spices to enhance your seafood cooking. Love it. Was running out, so I ordered more. Package arrived with a factory flawed lid. Not wanting to wait for a replacement, I switched the product from the new can to the old can.",5.0
4807,Add it to your homemade potato salad for rave reviews!,"My family has always used Old Bay Seasoning for steaming crabs and shrimp, and I also add a small amount to other fish dishes.  A few years ago, however, I discovered what would be my favorite use for it...potato salad.I have never liked deli potato salad and am pretty picky about homemade.  My sister-in-law made some for a party, and it was the best I had ever eaten.  I asked her what her secret was, and she ran down the usual list of potato salad ingredients.  Then she told me she added Old Bay Seasoning.  Bingo!  That was it.I went straight home and made my homemade potato salad, grabbed my can of Old Bay, and sprinkled away.  I can't say exactly how much I use, because I never measure ingredients when I'm making my own recipes.  Just add some, stir it up, and taste....add some, stir it up, and taste till you like it.  The seasoning does not overpower the salad flavor at all, just enhances it.  Don't be concerned that there is going to be a crab or shrimp taste to your salad; it isn't the Old Bay that makes crabs and shrimp taste like seafood.  Old Bay just makes seafood taste better, and now potato salad too.  Try it on your homemade potato salad; I think you'll love it.",5.0
4818,Very tasty!,"Slightly sweet, slightly salty, very crispy! Individually wrapped, they don't have much of a distinct taste, just a light crispiness!",5.0
4822,Pretty good,"I liked these crackers, but they tasted a bit too toasty for me. Good sweetness with a hint of salty. Don't know if I'd buy them again, just ok for me.",4.0
4823,cookies crumbled,I was so disappointed that these crackers came crumbled.  It would have been nice to get an entire cookie.  The taste is okay but a bit bland.  But I took one of the packets and ate all the crumbs. I do appreciate that they are separately packaged however in pecies. Why cannot they pack them so they dont fall apart.  Going to send them back.,2.0
4826,Trash,"The tea I received was old, old, old, the flavor was gone, and none of it had any taste to it. The tins are very cute, but unless you're into collecting cute little tins, I would skip this one.",1.0
4828,Good for what it is,"I love tea and wanted to give loose leaf a try. However, loose leaf tea can be pretty expensive and I'm picky with tea. Not a connoisseur at all, just flat out picky. This pack seemed perfect! It was cheap and I would be able to have a variety of teas. I received black tins that included:Lung Ching (dragon well green)Pu-erhJasmineLychee BlackTikuanyin (oolong variety)OolongSo far I've only tried the Tikuanyin but it's decent. Again, as I'm new to loose leaf I might not be the best judge but I find the flavor pleasing. There are stems in all of the tins and some of them are quite big. To their credit the tins are filled to the brim with tea. In the end I think you really get what you pay for. The tea is nice enough but not as high brow as typical loose leaf teas.**Update**Taken down to two stars. The more tea I try the less I like it. I'm probably going to end up throwing all of these out. You're better off buying bagged tea; it's a higher quality!Lychee had a highly metallic taste to it. Took two sips and threw the rest out.Lung Ching was bland and had a dull flavor. Not at all bright and clean as tea normally is. Seemed maybe it was old and stored poorly.Pu-erh was alright, nothing special. (I'm new to Pu-erh tea so I may not be the best judge on this one. I enjoy Foojay Dim Sum Pu-erh quite a bit. This was like a toned down version).I found the more of this I drank the more stems I was picking out. Seemed to be almost half stems.",2.0
4829,This is going back,"In reading the reviews it seems some people have received okay tins and some of us have received smelly, moldy, stale, horrible tasting tea.  I usually read all the negative reviews and I did this time but ordered it any way hoping I'd be one of the lucky ones. Besides I don't know a whole lot about how Chinese teas are supposed to smell or taste.  I smelled every can and some were okay but most had a strange smell that I would call musty.  I figured the proof was in the tasting.  I made a cup of oolong tea, the one Chinese tea with which I am a little familiar and had to throw it out.  It tasted worse than it smelled.  The tins are cute and I almost kept the tea so I could have the tins, but common sense says there is no use keeping something when it smells so strange.",1.0
4830,Decent Tea - Even If Samples Are Random,"I converted to drinking only loose leaf tea last year and gave this gift pack a try. While it was decent, I have since had better and will probably not be ordering it again.For one, it is impossible to tell the age of the teas in the tins. For Pu-erh, that's not such a big deal, but for green teas and the Jasmine, you want normally want to get a batch that is a fresh as possible. PierMall is a big reseller of products from around the world, and there is no telling how long what you get had been sitting in some huge warehouse, slowly losing flavor. Another consideration is that you get a random sampling of Chinese teas, no the specific types that is implied by their Amazon listing. If you visit their website, you will see that they draw from this selection:* China Black Tea* Tiekuanyin (Iron Goddess of Mercy)* Oolong* Lung Ching DragonWell Green Tea* Yunnan Pu-erh* Jasmine Tea* White Tea* PuErh Tea with Chrysanthmum* Lychee Black Tea* Rose Black Tea* Rose Green Tea* Osthsmum Green TeaI don't know about you, but I'd like a little more certainty when buying a product. If you are new to tea and trying different varieties out, or are getting this as a gift, then it isn't such a big deal. Of what I received, the Oolong was the best. The Pu-erh was okay, though nothing special, and the Jasmine has a slight aftertaste, leading me to believe it was artificially flavored. Good Jasmine tea should be flavored by the scent of the flower, nothing else. The green and blacks were just okay.You could do worse if you were to buy teabags, but not much. I would recommend buying good loose leaf tea from dedicated tea vendors who are more upfront about what exactly they are selling you. At this price, you really can't expect to get quality tea. But if you are looking for an inexpensive gift for someone who doesn't know their tea, you could do worse. At least afterward you have some cute little tins in which to store future teas! It may cost a little more, but I think one would be much better served by ordering samples from a company like Heavenly Teas or Adagio.",3.0
4832,Chinese tea sampler set,A fairly good size collection but know that most of these are of a poorer quality.  If you really want a finer tea try elsewhere  there are loads of good teas at Amazon and specialists.  But this is good if you are starting out or not too fussy.,3.0
4834,Nice tea set,"Purchased these as a gift.  I was told by the recipient (an advent tea-drinker) that it tastes wonderful, and the leaves blossom very big.  Pleased w/ my purchase.  Be warned that they are samples, and are not big.",5.0
4837,SOUR CREAM POWDER,"ALTHOUGH I RECEIVED MY SHIPMENT IN A TIMELY MANNER, I WAS VERY DISAPPOINTED WITH THE PRODUCT.  IT TASTES LIKE INSTANT NON-FAT DRY MILK AND NOTHING LIKE SOUR CREAM.  IT MAY BE OK TO USE IN COOKING, BUT NOT ON BAKED POTATOES.  ALSO, IT DOES NOT COME WITH DIRECTIONS.  IF I COULD, I WOULD GIVE IT MINUS 5 STARS, THAT'S HOW DISAPPOINTED I AM.  THE COMPANY MAY BE GOOD AND THEIR OTHER PRODUCTS MAY BE GOOD, BUT NOT THE SOUR CREAM POWDER.",1.0
4838,This is a unique product,I never knew they could dehydrate sour cream before!  I can't wait to get started making my own recipes with this product!,5.0
4840,great item for food storage,What is a baked potato without sour cream??  Just another spud!  Great in mashed potatoes too.  Convenient for using in Stroganoff.,5.0
4841,Great sour cream powder,"As I've gotten into new recipes over the last year, I find myself using sour cream a lot more often than I used to. While I can get locally made sour cream fairly easily, the weather doesn't always allow it. This powder is a great way to have sour cream on hand, especially if you don't buy it that often.",5.0
4844,Didn't get what I wanted.,"I searched for a yogurt starter on Amazon and this product came up as an option.When I received it there was a sticker ""not to be used as starter"".Amazon did agree to take back the unopened bag. I don't know what to do with the remainderof the open one.",2.0
4845,directions say that it needs guar gum,"Dehydration directions say that you need guar gum.  I just added the required water in order to mix it in with a recipe and it came out like water.  The guar gum is a thickener, like cornstarch.  Flavor wise, I think it tastes like sheep or goat milk...I'm not sure but I don't like it.",1.0
4847,Pricey!!,"It is a little expensive for the amount, yet I have nothing to compare it to. I have ordered it twice and will order it again. The first time, I ordered Guar Gum with it. I attempted to add it to the yogurt powder in the blender and it did not turn out well for me. However, I love the taste when added to my oatmeal and fruit smoothies in the morning.",5.0
4850,Spicy!,"I remember trying one as a child.. SPICY! I spat it out instantly because the ginger flavor is so overwhelmingly strong. People seem to love it though, but it doesn't suit my palate.",3.0
4854,Great Candy with Some Zip,This candy is just great. The texture is soft and chewy. The flavor is great with that ginger taste and then the bite that it offers after you starting eating it.,5.0
4864,"Great product, great retailer","Since reading the other reviews, I decided to try this extra virgin olive oil.  It is subtle and delicious; I keep it in conjunction with another that has a more pronounced olive flavor.  But I can't say enough good things about this seller.  The packaging is done so well, I don't think anything could destroy the contents.  And this is the fastest shipping ever.  I will be visiting Super Olive just to see what else they carry because I'd like to do more business with them.",5.0
4869,High blood pressure people will be very pleased!,"It's true - this soup has no taste at all.  However,that shouldn't stop you from buying it and adding otherspices to it that will give it some taste.  This is solow sodium, it will not harm your blood pressure, andthat is very good news.  If you are like me, you haveaccidentally not read a label first and ate somethingand then spent the next several hours being really sickbecause the food had so much salt that it drove yourblood pressure up sky high.  This will give you a newchoice of something to eat that you won't have to worryabout.  Get some curry, garlic, pepper, or some otherspices and you can fix the problem of it not having anytaste.  I bought 24 cans of this, and I'm not sorry. NowI have something to eat that won't kill me.",5.0
4871,Creamy but lacking in flavor.,"We use all kinds of low sodium products and prefer them, but there just isn't much flavor to this soup.  The consistency is good, though.",2.0
4875,Poor substitute for previous product!,"This formula seems to me to be a cheap substitute for the previous one.  I can't use this for recipes-it's runny, goes half as far (you can't dilute it), has cream as ingredient (don't want), no taste at all, scarcely tell it has mushroom bits in it.  I'm not sure what the idea is behind this, unless it is cost-saving; I am really unhappy about the switch!",2.0
4876,Cans were damaged.,"Ever get that feeling your purchasing something that need, but that when you get the package, you know you got screwed?  Well, that's how I felt when the shipment arrived.  The case was damaged and it looked as if we had bought a damaged case for full price.  Not a good feeling.",2.0
4877,WORSE TASTE EVER ! ! ! !,"always been a huge campbells soup fan.  have been eating it for years.. sorry but this is the worse soup i have ever tasted.i could not even finish one can.. i tried different things to enhance the flavor, but nothing helped.  its just unreal.. surelycampbells did not sample this soup before they put it out for sale.if i could i would give it less than 1 star..lola..",1.0
4878,Read the description,"I got what I ordered.  Have to realize that this is low-sodium and ready to serve, meaning you don't add milk or water.  You pour, heat and eat.  If your cooking with this product to replace ready cream of much soup you will be disappointed unless you modify recipe.",3.0
4879,Lacks flavor,"When I read the positve reviews on this product, I ordered it.  It is definitely low sodium and if you have a medical condition that requires very low sodium,  this soup would fit the bill.  If you are just trying to cut back on salt, again this soup will work fine.  I personally feel that most of our food has way too much salt and sugar in it so I thought I would give this product a try.  I like the convenience of it being ready to serve but I must admit, it has very little flavor.  It's almost like drinking water with a slight mushroom taste.  Truthfully, I miss the salt.  I think that soup, generally, needs salt but as I stated, most are much too salty, however, this soup is just too bland.  When I added a little bit of salt, that made a big difference.  Also, I noticed that the soup is very watery and thin.  I like my mushroom soup a little more substantial.  I do think this soup would work very well in casserole recipes.  I probably will not purhase the low sodium variety of Campbell's Mushroom Soup but I do like many of their other products.  However, and this is important, if it is an absolute necessity that you cut back on salt for health reason, then this soup would be perfect for you. Some non-salt seasoning could make it more flavorful.  I give Campbell's credit for trying to make their products more health conscious.  More companies should do the same.  Salt and sugar must and should be reduced -- a little can go a long way.",2.0
4884,"A good, quick source of protein","My husband is always hassling me to eat something good with protein, as I am a carb lover.  These white meat chunk chicken in cans are great, because I'm terrible at meal planning.  All of a sudden, I'll be hungry NOW, with no time to cook.So I open a can of this Swanson chicken, drain it, dump it into a tupperware, add a couple heaping tablespoons of lite Miracle Whip, and start mashing at the chunks with a fork.  I scoop up the newly made chicken salad with saltine, Ritz, or butter club crackers.  Ta-da, instant protein-filled meal.  This chicken would be great for serving to kids, too.  I ALWAYS have cans of this in my cupboards.  I can add some more flavor by adding ground black pepper, mustard, relish, and other kitchen staples.It is cheaper at my local stores.  But, if you can't get out to the store, I've always had great service from amazon!",5.0
4886,"Not as good as other brands, texture too soft","I like the convenience of having canned chicken on hand. It's great for soup or salad. However, I found the flavor of the Swanson's canned chicken to be good, however, the texture was so soft, it just seems to mush away into whatever you're making. My kids LOVE chicken salad, and they were so happy to see I had just made some. One taste and they were like, what's this? Why is it so soft, so mushy. I bought a dozen cans, so I have to finish them up and we will be eating mushy chicken salad for awhile. I don't recommend this product.",3.0
4892,List price is incorrect,"According to the manufacturer, the list price for this item is actually $19.95 for the 8-pack case. The list price of $42 ($39.95 on most sites) is for the 16-pack.  Amazon just made an error, that's all.",3.0
4894,Pretty Good.,"This clam chowder is very creamy and tasty. One thing that some people may not like is the fact that unlike all of Campbell's other New England clam chowder's, the Soup at Hand clam chowder has NO chunks of anything what so ever. I am not exaggerating when I say that there is nothing much bigger than a grain of rice in this soup. At first I didn't like the texture of the chowder, but now I kind of like it because all the tiny bits in it makes the seem a bit thicker. If you like big chunks of potato and clams you will not find it here.I believe that the other reviewer that talked about the chunks of potato etc. probably has tried Campbell's other microwavable Clam chowder which does indeed have big chunks, but I don't think that reviewer has eaten the Soup at Hand version of the chowder.",3.0
4897,Cream of Broccoli Soup on the Go,"Cream of Broccoli Soup on the Go is terrific for me.  I love broccoli soup any day, so this is wonderful.  One minute after it has been opened and put into the microwave and you can eat.",5.0
4904,yummy broth,"But I swear it's ""soup on the go"" not broth in a cup. The broth is EXTREMELY bland. I had to put hot sauce in it ro actually be able to take the taste. I got the chicken noodle one and it sucks. I eventually got used to the taste, but there wasn't any chicken inside. Nasty slimy carrots , which wasn't mentioned on the can, ew. And all the noodles sank to the bottom, and are basically impossible to get out after the broth is gone.Good thing I only bought two, I actually might buy again just because it was easy and quick. Just add your own seasoning and its basically edible. That'll be my ""in a rush"" and I dont care what I eat type soup. Other than that, I'll stick to their bowls. They actually have chicken inside their chicken noodle soup.",2.0
4905,waste of money,"I dont think it matters which soup at hand you purchase cuz they dont stand UPRIGHT long enough to heat the soup,had it flip over,spilling contents out of course. I will NOT purchase again.",2.0
4909,The perfect grilled cheese complement!,"I bought this product for one reason only: to accompany my grilled cheese sandwiches!For me, regular cans of soup just have way too much soup for a meal with one grilled cheese sandwich, but not quite enough to split in half and still have a satisfying amount.  The soup at hand servings are perfect.  The taste is creamy, the consistency is smooth...it pretty delicious for something that comes in a can.Downsides: For a small container of soup, it sure packs a punch of your suggested daily sodium intake (~30%) and it has more calories than I expected (190 cals).  In the future, I would rather get the classic tomato soup and make it creamy on my own by adding a dollop of sour cream (or better yet, greek yogurt) for a much lower calorie, but still creamy, tomato soup.",4.0
4920,Pretty Bland but Okay,"I was surprised at how bland this is.  The texture is also a bit odd.The so-called cheese flavor was nonexistent, and the bacon flavor is very, very faint.  Even the potato flavor is really bland.The texture isn't a smooth puree like a typical &#34;cream of&#34; soup; it is filled with what resemble mashy bits of baked potato.  That doesn't ruin it, but I'd prefer the smooth style, or at the most have a little texture from some bacon bits.The product design is thus:  You have a nice, sturdy cup, with a somewhat non-spill red cap.  Shake the cup to mix; remove the red cap; peel off a foil seal; heat in the microwave for 1-2 minutes; let stand for 1 additional minute in the microwave; then replace red cap.Note that the cup retains a metal ring around the lip, which personally unnerves me as I don't like putting anything with metal on it into the microwave.  I assume that, if Campbell's markets it as microwaveable, then it must be okay.  I haven't had one spark or catch fire.  Yet.The cup does not get too hot to hold, and the red cap works well for drinking the soup, although I wouldn't rely on it in the non-spill department.  Note that the cup is filled to the very brim, which means you have to handle it carefully to avoid spilling during preparation.  There is no room to add any extras (like, something that will give it flavor).  You have to consume enough of the soup to create space if you want to add anything to it.On the plus side:  It's filling; doesn't taste very chemically; has only 130 calories; is easy to stash at work or wherever; and if you are dieting, you could have this, and possibly something like crudites, fruit, or a salad with it, and still stay under 200 calories for a meal, which is excellent on a diet.  You could use it for lunch to save up calories if you are going to a party or a special dinner.So - it's not a bad product, just in my opinion definitely needs some flavor doctoring.",3.0
4923,CONSUMER ALERT; NO INGREDIENTS STATED UPFRONT.SUGAR SUGAR,"As a consumer, it is my right to know what ingredients are in the products I buy. I find it very DECEPTIVE that Campbells products do NOT LIST upfront WHAT THE INGREDIENTS ARE IN EACH OF THEIR PRODUCTS. So, you have to go online elsewhere and lo and behold; SUGAR IS IN THE FIRST INGREDIENTS!!!!!!! Consumers beware that sugar is the NUMBER ONE ADDITIVE used by Campbells and it is the NUMBER ONE ADDICTIVE substance that people suffer from.  Read labels. Campbells ought to know better to be upfront--- and stop loading up the consumers with sugar instead of REAL TOMATO, pure vegetable ingredients. And, in case anyone wants to be informed, there are many DECEPTIVE LABELS MANUFACTURERS USE TO call sugar AND THEY ARE ALL THE SAME CHEMICALLY; SUCH AS DEXTROSE, MALTODEXTRIN, SUCROSE, SUCRALOSE, CORN SYRUP, ORGANIC sugar (I love this one, so it is made without fertilizers,---- NOTHING IS HEALTHY ABOUT SUGAR)",1.0
4925,Don't put this container in the microwave,"I bought these because they're supposed to be quick and easy meals for work. The 'Vegetable with Mini Round Noodles' is also vegetarian, which is another reason why I bought it. The price also caught me...they're much cheaper here on Amazon than in the grocery store.However...this container has a design flaw. If you place it in the microwave as the directions call for, the container will 'pop' and fall over, spilling soup all over the microwave. I thought it was a fluke the first time, so I wiped everything up and put it back in. It 'popped' and fell over three more times.Given the fact that the purpose of buying these containers is for convenience, I don't think it's very convenient to have to bring an extra bowl to work to pour the soup into before heating it up.That said, the price and the taste is what prompted me to buy another package. Yes, you have to pour it out into a bowl, but it's a quick, cheap, and pretty decent meal. I recommend it if you don't mind bringing an extra bowl to work.",3.0
4930,Great...,this is a great tasting soup... cooked in minutes and great on the run. i just wish you can get more cups for the price. but over still great.,5.0
4932,"Good idea, yet overpriced","For the price, these things are overpriced I think.  Sure they are healthy and look cool, but that comes at a price.  The soup is actually decent, and I like sipping the broth after I eat soup so this was why I tried this.  Only takes about 1 minute in the microwave and your good to go.  The only downfall to these cups is that even though I mixed it up good after microwaving, the noodles stay on the bottom once you are done sipping it.  But if I can save these cups and put regular soup in for the future, I guess that would be cool.  But I don't think you can dishwasher these cups.  2 stars for the taste and nothing else.  3 stars less because of price, noodles, and size.",2.0
4934,Not So Easy,"The tomato soup is fine, but the packaging is difficult.  The Campbell's on the go soups that are packed in the shorter but wider containers are far easier to open and to eat from.  I do not recommend this to anyone who is looking for easy-open or easy-serve products.",3.0
4937,Campbell's Soup at Hand Chicken & Stars,"I got a pretty good deal on these locally with a store sale and coupon. I did not enjoy it very much. The broth was very salty/garlic-y and I could hardly see any chicken in the cup. The lip on the container makes it hard to get everything out. These would be okay for kids. For my moneyProgresso Soup, Chicken Noodle Soup, 15.25-Ounce Microwavable Bowls (Pack of 6)are better.",3.0
4945,Ridiulous-overpriced,"No meat in it.  I ordered a case for quick lunch and barely anything but broth. I have always been a loyal Campbell's Soup fan, but this was very disappointing. When I say there was very little meat, it is not an exaggeration that there has been an average of a half-pencil eraser size piece of meat in each can--if that.",1.0
4947,Not Your mothers Clam Chowder--or yours.,"&#34;Big chunks of Potato's&#34; and clams -listed in the advert here for this alleged Campbells &#34;New England Clam Chowder&#34;- well, this ISN'T what it says it is-- it's so far from a chowder it's laughable. I felt sorry for the one tiny 1/4th inch (if that) sized potato &#34;chunk&#34; and the one shred of 1/16th inch of clam I found in the entire 10.75 ounce container nobly trying to uphold the reputation of the Campbells one time decently chunky with both potato's and clams actual Campbells New England Clam Chowder as it was in regular cans -not as it is in these tall microwavable foam covered containers with the very hard to remove red plastic tops. There isn't anything IN this chowder-except soup and the one tiny lone contingent of the 1/4 inch or smaller sized Embassy of the past Glories of once chunky potato's and clams that used to be in it but aren't now - not in these containers of it anyway --.Too bad really-- as a clam and potato flavored soup -if billed as such and NOT as the chowder it isn't -it isn't bad, but as a chowder or trying to carry the once famed Campbells Chowder Reputation? ? - BIG FAIL.",2.0
4948,Rip-Off,Pack of 8 Campell soup listed for $51.00 regular? Lol....What grocery store sells them for that price? They must be kidding right?  Now on sale for what? You can buy them in any store for a little over 1.00 each! On sale even less... ....Bogus Prices-Bogus-Prices... This grocery site is not for me...,1.0
4949,"Really, really bad","This combo of acidic tomato soup and cheesy parmesan has the distinct aftertaste of vomit. I really, really can't get past it. I just wanted to warn everyone. I love the regular creamy tomato version, though.",1.0
4951,bottom noodles!,"I love having something quick and tasty (enough) on hand at work to heat up for lunch when I forget, or a snack on the days I'm extra hungry! However, the top is all broth and the bottom all noodles! Since I have to use a spoon anyway I prefer to have soup in a bowl, so the convenience of this is really negated.. still.. It's pretty tasty for a canned soup and I'll probably keep having one on hand for the occasions I have nothing else.",3.0
4952,"Handy but,","Very handy microwaveable container ,the red top is difficult to remove,.Not very Tomato tasting! Overall, handy to have around but Campbell has better soups than this one,also fairly high sodium content.",3.0
4953,Not just plain old tomato,"Nice creamy flavor, convenient &#34;to-go&#34; packaging, and I can heat this soup in the microwave without messing up another dish.",4.0
4954,tasted off,"I have had these before and liked them, but the case I got tastes really metallic. I have only had two from the case but both had this weird metallic taste.",2.0
4955,OK for a broth,"You won't find any chunks of beef in this, but it is a good broth.  This can be microwaved in container.",3.0
4958,Strange flavor,"This doesn't taste like any cream of broccoli soup I've ever had...not even the regular canned, condensed version from Campbell's.  Very disappointing.  I gave it to my local soup kitchen along with some other canned goods.  I wouldn't have been able to eat it myself.",1.0
4961,yuck,I don't know what they do but if you open a can of tomato soup it taste very different from this stuff. They added something not good to this. The price is much higher than in the super market. I will not be buying this stuff.,1.0
